Dataset Name,Activity Type,Emission Resource
Exiobase 2019,Capital Goods / CAPEX,"Cement, lime and plaster"
Exiobase 2019,5.2 - Business loans and unlisted equity,"Collection, purification and distribution of water "
Exiobase 2019,Top-Down,"Collection, purification and distribution of water "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Collection, purification and distribution of water "
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of meat products nec
Exiobase 2019,Top-Down,Production of meat products nec
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of meat products nec
Exiobase 2019,5.2 - Business loans and unlisted equity,Renting of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,Top-Down,Renting of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Renting of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,Purchased Goods and Services,"Motor vehicles, trailers and semi-trailers "
Exiobase 2019,Capital Goods / CAPEX,"Motor vehicles, trailers and semi-trailers "
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of cement, lime and plaster"
Exiobase 2019,Top-Down,"Manufacture of cement, lime and plaster"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of cement, lime and plaster"
Exiobase 2019,Purchased Goods and Services,Other non-metallic mineral products
Exiobase 2019,Capital Goods / CAPEX,Other non-metallic mineral products
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of other non-metallic mineral products n.e.c.
Exiobase 2019,Top-Down,Manufacture of other non-metallic mineral products n.e.c.
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of other non-metallic mineral products n.e.c.
Exiobase 2019,5.2 - Business loans and unlisted equity,Cultivation of oil seeds
Exiobase 2019,Top-Down,Cultivation of oil seeds
Exiobase 2019,5.1 - Listed equity and corporate bonds,Cultivation of oil seeds
Exiobase 2019,Purchased Goods and Services,Fish and other fishing products; services incidental of fishing 
Exiobase 2019,Capital Goods / CAPEX,Fish and other fishing products; services incidental of fishing 
Exiobase 2019,Purchased Goods and Services,Office machinery and computers 
Exiobase 2019,Capital Goods / CAPEX,Office machinery and computers 
Exiobase 2019,Purchased Goods and Services,"Financial intermediation services, except insurance and pension funding services "
Exiobase 2019,Capital Goods / CAPEX,"Financial intermediation services, except insurance and pension funding services "
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity by hydro
Exiobase 2019,Top-Down,Production of electricity by hydro
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of electricity by hydro
Exiobase 2019,5.2 - Business loans and unlisted equity,Casting of metals
Exiobase 2019,Top-Down,Casting of metals
Exiobase 2019,5.1 - Listed equity and corporate bonds,Casting of metals
Exiobase 2019,5.2 - Business loans and unlisted equity,Other service activities 
Exiobase 2019,Top-Down,Other service activities 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Other service activities 
Exiobase 2019,Purchased Goods and Services,Sugar
Exiobase 2019,Capital Goods / CAPEX,Sugar
Exiobase 2019,Purchased Goods and Services,Electricity by solar thermal
Exiobase 2019,Capital Goods / CAPEX,Electricity by solar thermal
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of fish products
Exiobase 2019,Top-Down,Manufacture of fish products
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of fish products
Exiobase 2019,Purchased Goods and Services,Renting services of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,Capital Goods / CAPEX,Renting services of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,5.2 - Business loans and unlisted equity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing "
Exiobase 2019,Top-Down,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing "
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of machinery and equipment n.e.c. 
Exiobase 2019,Top-Down,Manufacture of machinery and equipment n.e.c. 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of machinery and equipment n.e.c. 
Exiobase 2019,Purchased Goods and Services,"Plastics, basic"
Exiobase 2019,Capital Goods / CAPEX,"Plastics, basic"
Exiobase 2019,Purchased Goods and Services,Other Liquid Biofuels
Exiobase 2019,Capital Goods / CAPEX,Other Liquid Biofuels
Exiobase 2019,5.2 - Business loans and unlisted equity,"Composting of food waste, incl. land application"
Exiobase 2019,Top-Down,"Composting of food waste, incl. land application"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Composting of food waste, incl. land application"
Exiobase 2019,Purchased Goods and Services,"Wool, silk-worm cocoons"
Exiobase 2019,Capital Goods / CAPEX,"Wool, silk-worm cocoons"
Exiobase 2019,Purchased Goods and Services,Basic iron and steel and of ferro-alloys and first products thereof
Exiobase 2019,Capital Goods / CAPEX,Basic iron and steel and of ferro-alloys and first products thereof
Exiobase 2019,Purchased Goods and Services,Refinery Feedstocks
Exiobase 2019,Capital Goods / CAPEX,Refinery Feedstocks
Exiobase 2019,Purchased Goods and Services,"Motor vehicles, trailers and semi-trailers "
Exiobase 2019,Capital Goods / CAPEX,"Motor vehicles, trailers and semi-trailers "
Exiobase 2019,Purchased Goods and Services,Furniture; other manufactured goods n.e.c. 
Exiobase 2019,Capital Goods / CAPEX,Furniture; other manufactured goods n.e.c. 
Exiobase 2019,Purchased Goods and Services,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles "
Exiobase 2019,Capital Goods / CAPEX,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles "
Exiobase 2019,5.2 - Business loans and unlisted equity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Top-Down,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of cement, lime and plaster"
Exiobase 2019,Top-Down,"Manufacture of cement, lime and plaster"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of cement, lime and plaster"
Exiobase 2019,5.2 - Business loans and unlisted equity,"Collection, purification and distribution of water "
Exiobase 2019,Top-Down,"Collection, purification and distribution of water "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Collection, purification and distribution of water "
Exiobase 2019,Purchased Goods and Services,Membership organisation services n.e.c. 
Exiobase 2019,Capital Goods / CAPEX,Membership organisation services n.e.c. 
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of radio, television and communication equipment and apparatus "
Exiobase 2019,Top-Down,"Manufacture of radio, television and communication equipment and apparatus "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of radio, television and communication equipment and apparatus "
Exiobase 2019,Purchased Goods and Services,"Bricks, tiles and construction products, in baked clay"
Exiobase 2019,Capital Goods / CAPEX,"Bricks, tiles and construction products, in baked clay"
Exiobase 2019,Purchased Goods and Services,Private households with employed persons 
Exiobase 2019,Capital Goods / CAPEX,Private households with employed persons 
Exiobase 2019,Purchased Goods and Services,Other non-ferrous metal products
Exiobase 2019,Capital Goods / CAPEX,Other non-ferrous metal products
Exiobase 2019,Purchased Goods and Services,Chemicals nec
Exiobase 2019,Capital Goods / CAPEX,Chemicals nec
Exiobase 2019,Purchased Goods and Services,Electricity by petroleum and other oil derivatives
Exiobase 2019,Capital Goods / CAPEX,Electricity by petroleum and other oil derivatives
Exiobase 2019,5.2 - Business loans and unlisted equity,Pigs farming
Exiobase 2019,Top-Down,Pigs farming
Exiobase 2019,5.1 - Listed equity and corporate bonds,Pigs farming
Exiobase 2019,5.2 - Business loans and unlisted equity,Air transport 
Exiobase 2019,Top-Down,Air transport 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Air transport 
Exiobase 2019,Purchased Goods and Services,Wood waste for treatment: landfill
Exiobase 2019,Capital Goods / CAPEX,Wood waste for treatment: landfill
Exiobase 2019,5.2 - Business loans and unlisted equity,Precious metals production
Exiobase 2019,Top-Down,Precious metals production
Exiobase 2019,5.1 - Listed equity and corporate bonds,Precious metals production
Exiobase 2019,5.2 - Business loans and unlisted equity,Hotels and restaurants 
Exiobase 2019,Top-Down,Hotels and restaurants 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Hotels and restaurants 
Exiobase 2019,Purchased Goods and Services,Private households with employed persons 
Exiobase 2019,Capital Goods / CAPEX,Private households with employed persons 
Exiobase 2019,Purchased Goods and Services,Supporting and auxiliary transport services; travel agency services 
Exiobase 2019,Employee Commuting,Supporting and auxiliary transport services; travel agency services 
Exiobase 2019,Upstream Transportation and Distribution,Supporting and auxiliary transport services; travel agency services 
Exiobase 2019,Capital Goods / CAPEX,Supporting and auxiliary transport services; travel agency services 
Exiobase 2019,Downstream Transportation and Distribution,Supporting and auxiliary transport services; travel agency services 
Exiobase 2019,Business Travel,Supporting and auxiliary transport services; travel agency services 
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of wearing apparel; dressing and dyeing of fur 
Exiobase 2019,Top-Down,Manufacture of wearing apparel; dressing and dyeing of fur 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of wearing apparel; dressing and dyeing of fur 
Exiobase 2019,Purchased Goods and Services,Meat products nec
Exiobase 2019,Capital Goods / CAPEX,Meat products nec
Exiobase 2019,Purchased Goods and Services,Meat animals nec
Exiobase 2019,Capital Goods / CAPEX,Meat animals nec
Exiobase 2019,Purchased Goods and Services,Machinery and equipment n.e.c. 
Exiobase 2019,Capital Goods / CAPEX,Machinery and equipment n.e.c. 
Exiobase 2019,Purchased Goods and Services,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Capital Goods / CAPEX,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Purchased Goods and Services,Furniture; other manufactured goods n.e.c. 
Exiobase 2019,Capital Goods / CAPEX,Furniture; other manufactured goods n.e.c. 
Exiobase 2019,Purchased Goods and Services,Kerosene Type Jet Fuel
Exiobase 2019,Capital Goods / CAPEX,Kerosene Type Jet Fuel
Exiobase 2019,Purchased Goods and Services,"Radio, television and communication equipment and apparatus "
Exiobase 2019,Capital Goods / CAPEX,"Radio, television and communication equipment and apparatus "
Exiobase 2019,5.2 - Business loans and unlisted equity,Processed rice
Exiobase 2019,Top-Down,Processed rice
Exiobase 2019,5.1 - Listed equity and corporate bonds,Processed rice
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity by solar photovoltaic
Exiobase 2019,Top-Down,Production of electricity by solar photovoltaic
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of electricity by solar photovoltaic
Exiobase 2019,Purchased Goods and Services,Food waste for treatment: incineration
Exiobase 2019,Capital Goods / CAPEX,Food waste for treatment: incineration
Exiobase 2019,Purchased Goods and Services,Furniture; other manufactured goods n.e.c. 
Exiobase 2019,Capital Goods / CAPEX,Furniture; other manufactured goods n.e.c. 
Exiobase 2019,Purchased Goods and Services,Other Liquid Biofuels
Exiobase 2019,Capital Goods / CAPEX,Other Liquid Biofuels
Exiobase 2019,Purchased Goods and Services,Coal Tar
Exiobase 2019,Capital Goods / CAPEX,Coal Tar
Exiobase 2019,5.2 - Business loans and unlisted equity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
Exiobase 2019,Top-Down,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
Exiobase 2019,Purchased Goods and Services,Services auxiliary to financial intermediation 
Exiobase 2019,Capital Goods / CAPEX,Services auxiliary to financial intermediation 
Exiobase 2019,Purchased Goods and Services,Cereal grains nec
Exiobase 2019,Capital Goods / CAPEX,Cereal grains nec
Exiobase 2019,5.2 - Business loans and unlisted equity,Processed rice
Exiobase 2019,Top-Down,Processed rice
Exiobase 2019,5.1 - Listed equity and corporate bonds,Processed rice
Exiobase 2019,Purchased Goods and Services,"Fabricated metal products, except machinery and equipment "
Exiobase 2019,Capital Goods / CAPEX,"Fabricated metal products, except machinery and equipment "
Exiobase 2019,Purchased Goods and Services,Liquefied Petroleum Gases 
Exiobase 2019,Capital Goods / CAPEX,Liquefied Petroleum Gases 
Exiobase 2019,Purchased Goods and Services,Other transport equipment 
Exiobase 2019,Capital Goods / CAPEX,Other transport equipment 
Exiobase 2019,5.2 - Business loans and unlisted equity,Education 
Exiobase 2019,Top-Down,Education 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Education 
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of textiles 
Exiobase 2019,Top-Down,Manufacture of textiles 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of textiles 
Exiobase 2019,5.2 - Business loans and unlisted equity,Poultry farming
